mean,std,range,jitter,loss_rate,label
39.56949999999999,0.6333756784089515,1.8799999999999955,0.24105263157894577,0.0,1
39.5295,0.586791913713882,1.8799999999999955,0.26631578947368284,0.0,1
39.4895,0.5331835987725057,1.6599999999999966,0.23684210526315677,0.0,1
39.4825,0.5259931083198716,1.6599999999999966,0.24157894736842012,0.0,1
39.4525,0.5060817621689209,1.6599999999999966,0.22052631578947282,0.0,1
39.4635,0.5041653994474434,1.6599999999999966,0.22210526315789392,0.0,1
39.4745,0.5020007470113965,1.6599999999999966,0.22210526315789392,0.0,1
39.4865,0.49959258401221296,1.6599999999999966,0.22315789473684147,0.0,1
39.4975,0.4968991346339819,1.6599999999999966,0.21947368421052604,0.0,1
39.507999999999996,0.4920630040960204,1.6599999999999966,0.21947368421052565,0.0,1
39.513999999999996,0.48985099775339863,1.6599999999999966,0.21842105263157813,0.0,1
50.6485,48.47373477203918,223.15,11.930000000000001,0.0,1
61.802,66.77776857607628,223.54999999999998,11.927368421052632,0.0,1
72.958,79.44144545512752,223.54999999999998,11.930526315789473,0.0,1
84.0945,88.96262521278248,223.54999999999998,11.93315789473684,0.0,1
95.23450000000001,96.28539673673261,223.54999999999998,11.917894736842106,0.0,1
106.3915,101.86495659818443,223.54999999999998,11.918421052631576,0.0,1
117.527,105.956035745964,222.95,11.854210526315788,0.0,1
128.3,108.49358534033246,222.95,12.14736842105263,0.0,1
139.0945,109.94325861438709,222.95,12.164736842105263,0.0,1
149.899,110.32470851536385,222.95,12.145789473684207,0.0,1
160.98049999999998,109.84507342047708,222.95,12.412105263157894,0.0,1
172.083,108.25203956970049,222.95,12.428947368421051,0.0,1
172.0425,108.30160293712184,223.17999999999998,24.129473684210527,0.0,1
172.03,108.31691225288876,223.17999999999998,24.133684210526315,0.0,1
183.1515,105.51924617220311,223.17999999999998,35.852105263157895,0.0,1
194.2715,101.43219781090224,223.17999999999998,35.852631578947374,0.0,1
205.37000000000003,95.8821417679017,223.17999999999998,35.87315789473684,0.0,1
216.49,88.61955263935833,223.17999999999998,35.88947368421053,0.0,1
216.40050000000002,88.79909906496799,224.73999999999998,47.693684210526314,0.0,1
216.34150000000005,88.91700272023344,224.73999999999998,36.013684210526314,0.0,1
216.33800000000002,88.91520953132823,224.73999999999998,47.763684210526314,0.0,1
205.4855,95.6316709816889,224.35999999999999,59.14157894736842,0.0,1
193.2335,103.02630267436564,245.06,60.633157894736854,0.0,1
181.00050000000002,108.52738486091886,245.06,60.646842105263154,0.0,1
180.997,108.52477528656763,245.04000000000002,73.52263157894737,0.0,1
180.73549999999997,108.33558120373011,245.02000000000004,73.7721052631579,0.0,1
180.49699999999999,108.16265076725884,245.02000000000004,73.47894736842106,0.0,1
180.7945,108.37760573453356,245.02000000000004,73.72736842105265,0.0,1
181.07299999999998,108.57827241672248,245.02000000000004,73.72263157894736,0.0,1
